pos,name,event_id,wca_id,average_seconds
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.85
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.14
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.7
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.29
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.0
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.63
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.0
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.34
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.77
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.13
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.13
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.86
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.11
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.43
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.4
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.24
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.16
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.24
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.1
3,Xuanyi Geng (耿暄一),333,2023GENG02,5.1
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.86
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.63
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.05
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.43
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.89
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.54
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.9
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.03
3,Xuanyi Geng (耿暄一),333,2023GENG02,5.51
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.79
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.32
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.08
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.04
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.37
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.58
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.92
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.88
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.07
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.75
3,Xuanyi Geng (耿暄一),333,2023GENG02,6.13
3,Xuanyi Geng (耿暄一),333,2023GENG02,5.59
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.98
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.87
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.4
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.0
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.87
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.39
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.0
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.9
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.55
1,Xuanyi Geng (耿暄一),333,2023GENG02,5.12
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.87
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.93
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.88
3,Xuanyi Geng (耿暄一),333,2023GENG02,4.76
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.88
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.65
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.87
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.86
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.42
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.09
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.73
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.16
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.85
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.48
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.84
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.41
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.72
3,Xuanyi Geng (耿暄一),333,2023GENG02,4.96
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.75
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.78
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.08
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.64
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.59
2,Xuanyi Geng (耿暄一),333,2023GENG02,4.84
2,Xuanyi Geng (耿暄一),333,2023GENG02,5.24
1,Xuanyi Geng (耿暄一),333,2023GENG02,4.95
1,Yiheng Wang (王艺衡),333,2019WANY36,5.28
1,Yiheng Wang (王艺衡),333,2019WANY36,4.87
1,Yiheng Wang (王艺衡),333,2019WANY36,5.06
1,Yiheng Wang (王艺衡),333,2019WANY36,4.6
1,Yiheng Wang (王艺衡),333,2019WANY36,5.16
1,Yiheng Wang (王艺衡),333,2019WANY36,5.14
1,Yiheng Wang (王艺衡),333,2019WANY36,5.69
1,Yiheng Wang (王艺衡),333,2019WANY36,5.25
1,Yiheng Wang (王艺衡),333,2019WANY36,4.95
1,Yiheng Wang (王艺衡),333,2019WANY36,5.24
1,Yiheng Wang (王艺衡),333,2019WANY36,5.27
1,Yiheng Wang (王艺衡),333,2019WANY36,4.76
1,Yiheng Wang (王艺衡),333,2019WANY36,5.37
1,Yiheng Wang (王艺衡),333,2019WANY36,5.04
2,Yiheng Wang (王艺衡),333,2019WANY36,5.94
2,Yiheng Wang (王艺衡),333,2019WANY36,5.71
1,Yiheng Wang (王艺衡),333,2019WANY36,5.37
4,Yiheng Wang (王艺衡),333,2019WANY36,5.65
1,Yiheng Wang (王艺衡),333,2019WANY36,4.76
1,Yiheng Wang (王艺衡),333,2019WANY36,5.2
1,Yiheng Wang (王艺衡),333,2019WANY36,5.47
1,Yiheng Wang (王艺衡),333,2019WANY36,5.05
1,Yiheng Wang (王艺衡),333,2019WANY36,4.84
1,Yiheng Wang (王艺衡),333,2019WANY36,4.91
1,Yiheng Wang (王艺衡),333,2019WANY36,4.96
1,Yiheng Wang (王艺衡),333,2019WANY36,5.06
1,Yiheng Wang (王艺衡),333,2019WANY36,5.2
1,Yiheng Wang (王艺衡),333,2019WANY36,4.91
1,Yiheng Wang (王艺衡),333,2019WANY36,4.97
1,Yiheng Wang (王艺衡),333,2019WANY36,5.16
1,Yiheng Wang (王艺衡),333,2019WANY36,5.02
1,Yiheng Wang (王艺衡),333,2019WANY36,5.14
1,Yiheng Wang (王艺衡),333,2019WANY36,4.79
1,Yiheng Wang (王艺衡),333,2019WANY36,4.7
1,Yiheng Wang (王艺衡),333,2019WANY36,5.66
1,Yiheng Wang (王艺衡),333,2019WANY36,4.91
1,Yiheng Wang (王艺衡),333,2019WANY36,4.87
1,Yiheng Wang (王艺衡),333,2019WANY36,4.79
1,Yiheng Wang (王艺衡),333,2019WANY36,5.04
1,Yiheng Wang (王艺衡),333,2019WANY36,4.66
1,Yiheng Wang (王艺衡),333,2019WANY36,5.11
1,Yiheng Wang (王艺衡),333,2019WANY36,4.36
1,Yiheng Wang (王艺衡),333,2019WANY36,5.08
1,Yiheng Wang (王艺衡),333,2019WANY36,5.06
1,Yiheng Wang (王艺衡),333,2019WANY36,5.08
1,Yiheng Wang (王艺衡),333,2019WANY36,4.95
4,Yiheng Wang (王艺衡),333,2019WANY36,5.7
1,Yiheng Wang (王艺衡),333,2019WANY36,4.46
1,Yiheng Wang (王艺衡),333,2019WANY36,5.24
1,Yiheng Wang (王艺衡),333,2019WANY36,4.88
1,Yiheng Wang (王艺衡),333,2019WANY36,4.25
1,Yiheng Wang (王艺衡),333,2019WANY36,4.73
2,Yiheng Wang (王艺衡),333,2019WANY36,5.56
1,Yiheng Wang (王艺衡),333,2019WANY36,4.85
1,Yiheng Wang (王艺衡),333,2019WANY36,4.33
1,Yiheng Wang (王艺衡),333,2019WANY36,4.52
1,Yiheng Wang (王艺衡),333,2019WANY36,4.85
2,Yiheng Wang (王艺衡),333,2019WANY36,5.06
1,Yiheng Wang (王艺衡),333,2019WANY36,4.89
1,Yiheng Wang (王艺衡),333,2019WANY36,4.57
1,Yiheng Wang (王艺衡),333,2019WANY36,4.7
1,Yiheng Wang (王艺衡),333,2019WANY36,4.98
1,Yiheng Wang (王艺衡),333,2019WANY36,4.64
1,Yiheng Wang (王艺衡),333,2019WANY36,4.09
2,Yiheng Wang (王艺衡),333,2019WANY36,4.91
1,Yiheng Wang (王艺衡),333,2019WANY36,4.5
2,Yiheng Wang (王艺衡),333,2019WANY36,5.69
1,Yiheng Wang (王艺衡),333,2019WANY36,4.59
1,Yiheng Wang (王艺衡),333,2019WANY36,4.77
1,Yiheng Wang (王艺衡),333,2019WANY36,4.97
1,Yiheng Wang (王艺衡),333,2019WANY36,4.42
2,Yiheng Wang (王艺衡),333,2019WANY36,5.27
3,Yiheng Wang (王艺衡),333,2019WANY36,5.2
1,Yiheng Wang (王艺衡),333,2019WANY36,4.09
1,Yiheng Wang (王艺衡),333,2019WANY36,4.26
1,Yiheng Wang (王艺衡),333,2019WANY36,5.22
1,Yiheng Wang (王艺衡),333,2019WANY36,4.65
1,Yiheng Wang (王艺衡),333,2019WANY36,5.25
1,Yiheng Wang (王艺衡),333,2019WANY36,4.21
1,Yiheng Wang (王艺衡),333,2019WANY36,4.66
1,Yiheng Wang (王艺衡),333,2019WANY36,4.05
1,Yiheng Wang (王艺衡),333,2019WANY36,5.61
1,Yiheng Wang (王艺衡),333,2019WANY36,5.03
1,Yiheng Wang (王艺衡),333,2019WANY36,4.63
1,Yiheng Wang (王艺衡),333,2019WANY36,4.3
1,Yiheng Wang (王艺衡),333,2019WANY36,4.69
1,Yiheng Wang (王艺衡),333,2019WANY36,4.58
7,Yiheng Wang (王艺衡),333,2019WANY36,6.04
1,Yiheng Wang (王艺衡),333,2019WANY36,4.72
1,Yiheng Wang (王艺衡),333,2019WANY36,4.21
1,Yiheng Wang (王艺衡),333,2019WANY36,5.0
2,Yiheng Wang (王艺衡),333,2019WANY36,5.24
2,Yiheng Wang (王艺衡),333,2019WANY36,5.17
1,Yiheng Wang (王艺衡),333,2019WANY36,4.7
1,Yiheng Wang (王艺衡),333,2019WANY36,4.92
1,Yiheng Wang (王艺衡),333,2019WANY36,5.31
1,Yiheng Wang (王艺衡),333,2019WANY36,4.62
1,Yiheng Wang (王艺衡),333,2019WANY36,4.36
1,Yiheng Wang (王艺衡),333,2019WANY36,4.26
1,Yiheng Wang (王艺衡),333,2019WANY36,4.79
1,Yiheng Wang (王艺衡),333,2019WANY36,4.47
1,Yiheng Wang (王艺衡),333,2019WANY36,4.03
1,Yiheng Wang (王艺衡),333,2019WANY36,4.5
1,Yiheng Wang (王艺衡),333,2019WANY36,4.24
1,Yiheng Wang (王艺衡),333,2019WANY36,4.47
2,Yiheng Wang (王艺衡),333,2019WANY36,4.95
2,Yiheng Wang (王艺衡),333,2019WANY36,5.22
1,Yiheng Wang (王艺衡),333,2019WANY36,4.21
2,Yiheng Wang (王艺衡),333,2019WANY36,4.97
1,Yiheng Wang (王艺衡),333,2019WANY36,4.54
2,Yiheng Wang (王艺衡),333,2019WANY36,5.13
1,Yiheng Wang (王艺衡),333,2019WANY36,4.42
2,Yiheng Wang (王艺衡),333,2019WANY36,4.57
1,Yiheng Wang (王艺衡),333,2019WANY36,4.21
1,Yiheng Wang (王艺衡),333,2019WANY36,4.21
1,Yiheng Wang (王艺衡),333,2019WANY36,4.5
1,Yiheng Wang (王艺衡),333,2019WANY36,3.91
2,Yiheng Wang (王艺衡),333,2019WANY36,5.01
1,Yiheng Wang (王艺衡),333,2019WANY36,4.37
1,Yiheng Wang (王艺衡),333,2019WANY36,4.43
1,Yiheng Wang (王艺衡),333,2019WANY36,4.62
1,Yiheng Wang (王艺衡),333,2019WANY36,4.34
1,Yiheng Wang (王艺衡),333,2019WANY36,4.18
1,Yiheng Wang (王艺衡),333,2019WANY36,4.31
2,Yiheng Wang (王艺衡),333,2019WANY36,4.7
1,Yiheng Wang (王艺衡),333,2019WANY36,4.49
1,Yiheng Wang (王艺衡),333,2019WANY36,4.44
2,Yiheng Wang (王艺衡),333,2019WANY36,5.25
1,Yiheng Wang (王艺衡),333,2019WANY36,3.98
1,Yiheng Wang (王艺衡),333,2019WANY36,4.4
1,Yiheng Wang (王艺衡),333,2019WANY36,4.09
